# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2026-08-25 07:34:28 -04:00	(natwebsdas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11460400 LAGUNITAS C A SAMUEL P TAYLOR STATE PARK CA
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 11460400
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    11314       00060        00003      16286          Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
#
agency_cd	site_no	datetime	11314_00060_00003	11314_00060_00003_cd
USGS	11460400	2004-08-09	7.59	A
USGS	11460400	2004-08-10	7.60	A
USGS	11460400	2004-08-11	7.60	A:e
USGS	11460400	2004-08-12	7.60	A:e
USGS	11460400	2004-08-13	7.30	A:e
USGS	11460400	2004-08-14	7.30	A
USGS	11460400	2004-08-15	7.80	A:e
USGS	11460400	2004-08-16	7.70	A:e
USGS	11460400	2004-08-17	7.70	A:e
USGS	11460400	2004-08-18	7.86	A
USGS	11460400	2004-08-19	8.10	A:e
USGS	11460400	2004-08-20	7.90	A
USGS	11460400	2004-08-21	7.80	A:e
USGS	11460400	2004-08-22	7.60	A
USGS	11460400	2004-08-23	7.70	A:e
USGS	11460400	2004-08-24	7.80	A
USGS	11460400	2004-08-25	7.60	A
USGS	11460400	2004-08-26	7.54	A
USGS	11460400	2004-08-27	7.49	A
USGS	11460400	2004-08-28	7.40	A
USGS	11460400	2004-08-29	7.42	A
USGS	11460400	2004-08-30	7.51	A
USGS	11460400	2004-08-31	7.77	A
USGS	11460400	2004-09-01	7.88	A
USGS	11460400	2004-09-02	7.94	A
USGS	11460400	2004-09-03	7.95	A
USGS	11460400	2004-09-04	7.92	A
USGS	11460400	2004-09-05	7.76	A
USGS	11460400	2004-09-06	7.79	A
USGS	11460400	2004-09-07	7.79	A
USGS	11460400	2004-09-08	8.06	A
USGS	11460400	2004-09-09	8.37	A
USGS	11460400	2004-09-10	8.38	A
USGS	11460400	2004-09-11	8.24	A
USGS	11460400	2004-09-12	8.30	A
USGS	11460400	2004-09-13	8.38	A
USGS	11460400	2004-09-14	8.40	A
USGS	11460400	2004-09-15	8.35	A
USGS	11460400	2004-09-16	8.28	A
USGS	11460400	2004-09-17	8.32	A
USGS	11460400	2004-09-18	8.39	A
USGS	11460400	2004-09-19	8.69	A
USGS	11460400	2004-09-20	8.60	A
USGS	11460400	2004-09-21	8.51	A
USGS	11460400	2004-09-22	8.40	A
USGS	11460400	2004-09-23	8.30	A
USGS	11460400	2004-09-24	8.22	A
USGS	11460400	2004-09-25	8.35	A
USGS	11460400	2004-09-26	8.44	A
USGS	11460400	2004-09-27	8.48	A
USGS	11460400	2004-09-28	8.48	A
USGS	11460400	2004-09-29	8.51	A
USGS	11460400	2004-09-30	8.48	A
USGS	11460400	2004-10-01	8.51	A
USGS	11460400	2004-10-02	8.57	A
USGS	11460400	2004-10-03	8.47	A
USGS	11460400	2004-10-04	8.44	A
USGS	11460400	2004-10-05	8.46	A
USGS	11460400	2004-10-06	8.46	A
USGS	11460400	2004-10-07	8.38	A
USGS	11460400	2004-10-08	8.37	A
USGS	11460400	2004-10-09	8.34	A
USGS	11460400	2004-10-10	8.42	A
USGS	11460400	2004-10-11	8.29	A
USGS	11460400	2004-10-12	8.24	A
USGS	11460400	2004-10-13	8.22	A
USGS	11460400	2004-10-14	8.24	A
USGS	11460400	2004-10-15	8.27	A
USGS	11460400	2004-10-16	8.41	A
USGS	11460400	2004-10-17	9.79	A
USGS	11460400	2004-10-18	9.04	A
USGS	11460400	2004-10-19	17.0	A
USGS	11460400	2004-10-20	12.1	A
USGS	11460400	2004-10-21	9.86	A
USGS	11460400	2004-10-22	9.27	A
USGS	11460400	2004-10-23	9.50	A
USGS	11460400	2004-10-24	9.51	A
USGS	11460400	2004-10-25	9.53	A
USGS	11460400	2004-10-26	39.0	A
USGS	11460400	2004-10-27	12.2	A
USGS	11460400	2004-10-28	10.1	A
USGS	11460400	2004-10-29	9.36	A
USGS	11460400	2004-10-30	9.09	A
USGS	11460400	2004-10-31	8.95	A
USGS	11460400	2004-11-01	8.88	A
USGS	11460400	2004-11-02	8.59	A
USGS	11460400	2004-11-03	8.82	A
USGS	11460400	2004-11-04	9.89	A
USGS	11460400	2004-11-05	9.10	A
USGS	11460400	2004-11-06	8.95	A
USGS	11460400	2004-11-07	8.81	A
USGS	11460400	2004-11-08	8.74	A
USGS	11460400	2004-11-09	8.62	A
USGS	11460400	2004-11-10	9.15	A
USGS	11460400	2004-11-11	14.5	A
USGS	11460400	2004-11-12	12.6	A
USGS	11460400	2004-11-13	10.7	A
USGS	11460400	2004-11-14	10.1	A
USGS	11460400	2004-11-15	24.1	A
USGS	11460400	2004-11-16	35.7	A
USGS	11460400	2004-11-17	34.9	A
USGS	11460400	2004-11-18	26.7	A
USGS	11460400	2004-11-19	19.7	A
USGS	11460400	2004-11-20	19.6	A
USGS	11460400	2004-11-21	19.5	A
USGS	11460400	2004-11-22	19.7	A
USGS	11460400	2004-11-23	19.6	A
USGS	11460400	2004-11-24	20.0	A
USGS	11460400	2004-11-25	20.2	A
USGS	11460400	2004-11-26	20.2	A
USGS	11460400	2004-11-27	25.2	A
USGS	11460400	2004-11-28	22.5	A
USGS	11460400	2004-11-29	21.6	A
USGS	11460400	2004-11-30	21.3	A
USGS	11460400	2004-12-01	21.4	A
USGS	11460400	2004-12-02	34.7	A
USGS	11460400	2004-12-03	34.4	A
USGS	11460400	2004-12-04	34.4	A
USGS	11460400	2004-12-05	20.9	A
USGS	11460400	2004-12-06	22.3	A
USGS	11460400	2004-12-07	148	A
USGS	11460400	2004-12-08	423	A
USGS	11460400	2004-12-09	81.7	A
USGS	11460400	2004-12-10	44.1	A
USGS	11460400	2004-12-11	31.4	A
USGS	11460400	2004-12-12	25.1	A
USGS	11460400	2004-12-13	22.1	A
USGS	11460400	2004-12-14	21.3	A
USGS	11460400	2004-12-15	21.6	A
USGS	11460400	2004-12-16	22.1	A
USGS	11460400	2004-12-17	22.4	A
USGS	11460400	2004-12-18	23.0	A
USGS	11460400	2004-12-19	22.5	A
USGS	11460400	2004-12-20	22.2	A
USGS	11460400	2004-12-21	22.1	A
USGS	11460400	2004-12-22	21.8	A
USGS	11460400	2004-12-23	22.0	A
USGS	11460400	2004-12-24	21.9	A
USGS	11460400	2004-12-25	21.6	A
USGS	11460400	2004-12-26	39.8	A
USGS	11460400	2004-12-27	907	A
USGS	11460400	2004-12-28	210	A
USGS	11460400	2004-12-29	168	A
USGS	11460400	2004-12-30	280	A
USGS	11460400	2004-12-31	149	A
USGS	11460400	2005-01-01	104	A
USGS	11460400	2005-01-02	122	A
USGS	11460400	2005-01-03	142	A
USGS	11460400	2005-01-04	85.3	A
USGS	11460400	2005-01-05	62.4	A
USGS	11460400	2005-01-06	49.0	A
USGS	11460400	2005-01-07	167	A
USGS	11460400	2005-01-08	149	A
USGS	11460400	2005-01-09	97.6	A
USGS	11460400	2005-01-10	92.5	A
USGS	11460400	2005-01-11	166	A
USGS	11460400	2005-01-12	105	A
USGS	11460400	2005-01-13	73.8	A
USGS	11460400	2005-01-14	56.1	A
USGS	11460400	2005-01-15	44.8	A
USGS	11460400	2005-01-16	37.7	A
USGS	11460400	2005-01-17	33.2	A
USGS	11460400	2005-01-18	29.9	A
USGS	11460400	2005-01-19	27.9	A
USGS	11460400	2005-01-20	27.1	A
USGS	11460400	2005-01-21	26.5	A
USGS	11460400	2005-01-22	26.6	A
USGS	11460400	2005-01-23	26.3	A
USGS	11460400	2005-01-24	26.3	A
USGS	11460400	2005-01-25	28.3	A
USGS	11460400	2005-01-26	48.4	A
USGS	11460400	2005-01-27	43.3	A
USGS	11460400	2005-01-28	157	A
USGS	11460400	2005-01-29	83.7	A
USGS	11460400	2005-01-30	63.1	A
USGS	11460400	2005-01-31	48.0	A
USGS	11460400	2005-02-01	38.2	A
USGS	11460400	2005-02-02	33.3	A
USGS	11460400	2005-02-03	29.8	A
USGS	11460400	2005-02-04	29.5	A
USGS	11460400	2005-02-05	30.3	A
USGS	11460400	2005-02-06	29.0	A
USGS	11460400	2005-02-07	28.3	A
USGS	11460400	2005-02-08	26.8	A
USGS	11460400	2005-02-09	27.0	A
USGS	11460400	2005-02-10	26.2	A
USGS	11460400	2005-02-11	26.9	A
USGS	11460400	2005-02-12	28.2	A
USGS	11460400	2005-02-13	27.5	A
USGS	11460400	2005-02-14	29.6	A
USGS	11460400	2005-02-15	63.2	A
USGS	11460400	2005-02-16	81.5	A
USGS	11460400	2005-02-17	47.7	A
USGS	11460400	2005-02-18	129	A
USGS	11460400	2005-02-19	98.3	A
USGS	11460400	2005-02-20	94.5	A
USGS	11460400	2005-02-21	210	A
USGS	11460400	2005-02-22	132	A
USGS	11460400	2005-02-23	84.2	A
USGS	11460400	2005-02-24	61.5	A
USGS	11460400	2005-02-25	70.7	A
USGS	11460400	2005-02-26	77.7	A
USGS	11460400	2005-02-27	209	A
USGS	11460400	2005-02-28	419	A
USGS	11460400	2005-03-01	338	A
USGS	11460400	2005-03-02	370	A
USGS	11460400	2005-03-03	300	A
USGS	11460400	2005-03-04	259	A
USGS	11460400	2005-03-05	199	A
USGS	11460400	2005-03-06	153	A
USGS	11460400	2005-03-07	125	A
USGS	11460400	2005-03-08	104	A
USGS	11460400	2005-03-09	88.4	A
USGS	11460400	2005-03-10	74.1	A
USGS	11460400	2005-03-11	61.8	A
USGS	11460400	2005-03-12	51.6	A
USGS	11460400	2005-03-13	45.0	A
USGS	11460400	2005-03-14	39.7	A
USGS	11460400	2005-03-15	32.9	A
USGS	11460400	2005-03-16	27.1	A
USGS	11460400	2005-03-17	23.6	A
USGS	11460400	2005-03-18	27.0	A
USGS	11460400	2005-03-19	217	A
USGS	11460400	2005-03-20	194	A
USGS	11460400	2005-03-21	215	A
USGS	11460400	2005-03-22	1010	A
USGS	11460400	2005-03-23	909	A
USGS	11460400	2005-03-24	550	A
USGS	11460400	2005-03-25	320	A
USGS	11460400	2005-03-26	211	A
USGS	11460400	2005-03-27	249	A
USGS	11460400	2005-03-28	420	A
USGS	11460400	2005-03-29	331	A
USGS	11460400	2005-03-30	268	A
USGS	11460400	2005-03-31	203	A
USGS	11460400	2005-04-01	154	A
USGS	11460400	2005-04-02	124	A
USGS	11460400	2005-04-03	129	A
USGS	11460400	2005-04-04	146	A
USGS	11460400	2005-04-05	118	A
USGS	11460400	2005-04-06	99.9	A
USGS	11460400	2005-04-07	100	A
USGS	11460400	2005-04-08	187	A
USGS	11460400	2005-04-09	245	A
USGS	11460400	2005-04-10	209	A
USGS	11460400	2005-04-11	167	A
USGS	11460400	2005-04-12	133	A
USGS	11460400	2005-04-13	106	A
USGS	11460400	2005-04-14	85.8	A
USGS	11460400	2005-04-15	70.6	A
USGS	11460400	2005-04-16	57.0	A
USGS	11460400	2005-04-17	46.5	A
USGS	11460400	2005-04-18	38.2	A
USGS	11460400	2005-04-19	32.3	A
USGS	11460400	2005-04-20	27.1	A
USGS	11460400	2005-04-21	20.8	A
USGS	11460400	2005-04-22	19.8	A
USGS	11460400	2005-04-23	19.2	A
USGS	11460400	2005-04-24	17.6	A
USGS	11460400	2005-04-25	17.2	A
USGS	11460400	2005-04-26	17.4	A
USGS	11460400	2005-04-27	17.1	A
USGS	11460400	2005-04-28	20.6	A
USGS	11460400	2005-04-29	17.6	A
USGS	11460400	2005-04-30	16.7	A
USGS	11460400	2005-05-01	16.2	A
USGS	11460400	2005-05-02	15.6	A
USGS	11460400	2005-05-03	15.4	A
USGS	11460400	2005-05-04	17.6	A
USGS	11460400	2005-05-05	19.4	A
USGS	11460400	2005-05-06	14.5	A
USGS	11460400	2005-05-07	13.5	A
USGS	11460400	2005-05-08	132	A
USGS	11460400	2005-05-09	203	A
USGS	11460400	2005-05-10	146	A
USGS	11460400	2005-05-11	108	A
USGS	11460400	2005-05-12	79.9	A
USGS	11460400	2005-05-13	60.4	A
USGS	11460400	2005-05-14	46.6	A
USGS	11460400	2005-05-15	36.9	A
USGS	11460400	2005-05-16	31.4	A
USGS	11460400	2005-05-17	25.2	A
USGS	11460400	2005-05-18	190	A
USGS	11460400	2005-05-19	328	A
USGS	11460400	2005-05-20	236	A
USGS	11460400	2005-05-21	166	A
USGS	11460400	2005-05-22	117	A
USGS	11460400	2005-05-23	84.1	A
USGS	11460400	2005-05-24	62.1	A
USGS	11460400	2005-05-25	46.7	A
USGS	11460400	2005-05-26	34.8	A
USGS	11460400	2005-05-27	28.1	A
USGS	11460400	2005-05-28	21.6	A
USGS	11460400	2005-05-29	17.8	A
USGS	11460400	2005-05-30	16.3	A
USGS	11460400	2005-05-31	15.4	A
USGS	11460400	2005-06-01	14.6	A
USGS	11460400	2005-06-02	14.1	A
USGS	11460400	2005-06-03	13.6	A
USGS	11460400	2005-06-04	13.2	A
USGS	11460400	2005-06-05	12.8	A
USGS	11460400	2005-06-06	12.4	A
USGS	11460400	2005-06-07	12.4	A
USGS	11460400	2005-06-08	14.3	A
USGS	11460400	2005-06-09	17.8	A
USGS	11460400	2005-06-10	13.8	A
USGS	11460400	2005-06-11	13.1	A
USGS	11460400	2005-06-12	12.5	A
USGS	11460400	2005-06-13	12.0	A
USGS	11460400	2005-06-14	12.1	A
USGS	11460400	2005-06-15	11.8	A
USGS	11460400	2005-06-16	13.8	A
USGS	11460400	2005-06-17	13.4	A
USGS	11460400	2005-06-18	11.4	A
USGS	11460400	2005-06-19	10.8	A
USGS	11460400	2005-06-20	10.4	A
USGS	11460400	2005-06-21	10.2	A
USGS	11460400	2005-06-22	9.57	A
USGS	11460400	2005-06-23	9.07	A
USGS	11460400	2005-06-24	8.94	A
USGS	11460400	2005-06-25	8.91	A
USGS	11460400	2005-06-26	8.87	A
USGS	11460400	2005-06-27	8.62	A
USGS	11460400	2005-06-28	8.37	A
USGS	11460400	2005-06-29	8.44	A
USGS	11460400	2005-06-30	8.56	A
USGS	11460400	2005-07-01	8.43	A
USGS	11460400	2005-07-02	8.31	A
USGS	11460400	2005-07-03	8.18	A
USGS	11460400	2005-07-04	8.71	A
USGS	11460400	2005-07-05	8.86	A
USGS	11460400	2005-07-06	8.83	A
USGS	11460400	2005-07-07	8.78	A
USGS	11460400	2005-07-08	8.71	A
USGS	11460400	2005-07-09	8.68	A
USGS	11460400	2005-07-10	8.67	A
USGS	11460400	2005-07-11	8.46	A
USGS	11460400	2005-07-12	8.73	A
USGS	11460400	2005-07-13	8.95	A
USGS	11460400	2005-07-14	8.90	A
USGS	11460400	2005-07-15	8.83	A
USGS	11460400	2005-07-16	8.68	A
USGS	11460400	2005-07-17	8.66	A
USGS	11460400	2005-07-18	8.61	A
USGS	11460400	2005-07-19	8.58	A
USGS	11460400	2005-07-20	8.53	A
USGS	11460400	2005-07-21	8.51	A
USGS	11460400	2005-07-22	8.48	A
USGS	11460400	2005-07-23	8.49	A
USGS	11460400	2005-07-24	9.30	A
USGS	11460400	2005-07-25	9.34	A
USGS	11460400	2005-07-26	8.96	A
USGS	11460400	2005-07-27	8.58	A
USGS	11460400	2005-07-28	9.00	A
USGS	11460400	2005-07-29	8.93	A
USGS	11460400	2005-07-30	8.79	A
USGS	11460400	2005-07-31	8.72	A
USGS	11460400	2005-08-01	8.72	A
USGS	11460400	2005-08-02	8.58	A
USGS	11460400	2005-08-03	8.57	A
USGS	11460400	2005-08-04	8.59	A
USGS	11460400	2005-08-05	8.53	A
USGS	11460400	2005-08-06	8.47	A
USGS	11460400	2005-08-07	8.45	A
USGS	11460400	2005-08-08	8.86	A
USGS	11460400	2005-08-09	8.65	A
USGS	11460400	2005-08-10	8.53	A
USGS	11460400	2005-08-11	8.55	A
USGS	11460400	2005-08-12	8.34	A
USGS	11460400	2005-08-13	7.93	A
USGS	11460400	2005-08-14	7.97	A
USGS	11460400	2005-08-15	8.01	A
USGS	11460400	2005-08-16	8.01	A
USGS	11460400	2005-08-17	7.92	A
USGS	11460400	2005-08-18	7.94	A
USGS	11460400	2005-08-19	7.95	A
USGS	11460400	2005-08-20	7.94	A
USGS	11460400	2005-08-21	7.90	A
USGS	11460400	2005-08-22	7.85	A
USGS	11460400	2005-08-23	7.81	A
USGS	11460400	2005-08-24	7.76	A
USGS	11460400	2005-08-25	8.18	A
USGS	11460400	2005-08-26	8.45	A
USGS	11460400	2005-08-27	8.17	A
USGS	11460400	2005-08-28	8.09	A
USGS	11460400	2005-08-29	7.94	A
USGS	11460400	2005-08-30	7.87	A
USGS	11460400	2005-08-31	7.77	A
USGS	11460400	2005-09-01	7.79	A
USGS	11460400	2005-09-02	7.78	A
USGS	11460400	2005-09-03	7.78	A
USGS	11460400	2005-09-04	7.77	A
USGS	11460400	2005-09-05	7.73	A
USGS	11460400	2005-09-06	7.67	A
USGS	11460400	2005-09-07	7.63	A
USGS	11460400	2005-09-08	7.69	A
USGS	11460400	2005-09-09	7.70	A
USGS	11460400	2005-09-10	7.78	A
USGS	11460400	2005-09-11	7.79	A
USGS	11460400	2005-09-12	7.79	A
USGS	11460400	2005-09-13	7.85	A
USGS	11460400	2005-09-14	7.89	A
USGS	11460400	2005-09-15	7.87	A
USGS	11460400	2005-09-16	7.80	A
USGS	11460400	2005-09-17	7.81	A
USGS	11460400	2005-09-18	7.81	A
USGS	11460400	2005-09-19	7.79	A
USGS	11460400	2005-09-20	7.81	A
USGS	11460400	2005-09-21	8.09	A
USGS	11460400	2005-09-22	7.93	A
USGS	11460400	2005-09-23	7.82	A
USGS	11460400	2005-09-24	7.77	A
USGS	11460400	2005-09-25	7.77	A
USGS	11460400	2005-09-26	7.87	A
USGS	11460400	2005-09-27	7.89	A
USGS	11460400	2005-09-28	7.88	A
USGS	11460400	2005-09-29	7.81	A
USGS	11460400	2005-09-30	7.75	A
USGS	11460400	2005-10-01	7.75	A
USGS	11460400	2005-10-02	7.96	A
USGS	11460400	2005-10-03	7.80	A
USGS	11460400	2005-10-04	7.71	A
USGS	11460400	2005-10-05	7.71	A
USGS	11460400	2005-10-06	7.74	A
USGS	11460400	2005-10-07	7.79	A
USGS	11460400	2005-10-08	8.07	A
USGS	11460400	2005-10-09	7.91	A
USGS	11460400	2005-10-10	7.77	A
USGS	11460400	2005-10-11	7.82	A
USGS	11460400	2005-10-12	7.90	A
USGS	11460400	2005-10-13	7.85	A
USGS	11460400	2005-10-14	7.93	A
USGS	11460400	2005-10-15	8.12	A
USGS	11460400	2005-10-16	7.90	A
USGS	11460400	2005-10-17	7.79	A
USGS	11460400	2005-10-18	7.87	A
USGS	11460400	2005-10-19	7.91	A
USGS	11460400	2005-10-20	7.90	A
USGS	11460400	2005-10-21	7.88	A
USGS	11460400	2005-10-22	7.87	A
USGS	11460400	2005-10-23	7.85	A
USGS	11460400	2005-10-24	7.86	A
USGS	11460400	2005-10-25	7.90	A
USGS	11460400	2005-10-26	8.45	A
USGS	11460400	2005-10-27	8.17	A
USGS	11460400	2005-10-28	8.17	A
USGS	11460400	2005-10-29	8.26	A
USGS	11460400	2005-10-30	8.09	A
USGS	11460400	2005-10-31	8.07	A
USGS	11460400	2005-11-01	8.00	A
USGS	11460400	2005-11-02	8.04	A
USGS	11460400	2005-11-03	8.23	A
USGS	11460400	2005-11-04	9.08	A
USGS	11460400	2005-11-05	8.49	A
USGS	11460400	2005-11-06	8.33	A
USGS	11460400	2005-11-07	8.96	A
USGS	11460400	2005-11-08	9.98	A
USGS	11460400	2005-11-09	8.86	A
USGS	11460400	2005-11-10	8.58	A
USGS	11460400	2005-11-11	8.49	A
USGS	11460400	2005-11-12	8.51	A
USGS	11460400	2005-11-13	8.41	A
USGS	11460400	2005-11-14	8.44	A
USGS	11460400	2005-11-15	18.3	A
USGS	11460400	2005-11-16	37.1	A
USGS	11460400	2005-11-17	36.6	A
USGS	11460400	2005-11-18	33.4	A
USGS	11460400	2005-11-19	21.6	A
USGS	11460400	2005-11-20	21.4	A
USGS	11460400	2005-11-21	21.3	A
USGS	11460400	2005-11-22	21.4	A
USGS	11460400	2005-11-23	21.4	A
USGS	11460400	2005-11-24	21.5	A
USGS	11460400	2005-11-25	23.2	A
USGS	11460400	2005-11-26	22.5	A
USGS	11460400	2005-11-27	22.1	A
USGS	11460400	2005-11-28	22.8	A
USGS	11460400	2005-11-29	26.4	A
USGS	11460400	2005-11-30	23.0	A
USGS	11460400	2005-12-01	131	A
USGS	11460400	2005-12-02	63.7	A
USGS	11460400	2005-12-03	44.1	A
USGS	11460400	2005-12-04	33.8	A
USGS	11460400	2005-12-05	25.9	A
USGS	11460400	2005-12-06	23.9	A
USGS	11460400	2005-12-07	23.5	A
USGS	11460400	2005-12-08	23.0	A
USGS	11460400	2005-12-09	23.2	A
USGS	11460400	2005-12-10	22.7	A
USGS	11460400	2005-12-11	22.3	A
USGS	11460400	2005-12-12	22.0	A
USGS	11460400	2005-12-13	21.9	A
USGS	11460400	2005-12-14	21.8	A
USGS	11460400	2005-12-15	21.9	A
USGS	11460400	2005-12-16	21.9	A
USGS	11460400	2005-12-17	22.7	A
USGS	11460400	2005-12-18	382	A
USGS	11460400	2005-12-19	129	A
USGS	11460400	2005-12-20	71.0	A
USGS	11460400	2005-12-21	183	A
USGS	11460400	2005-12-22	430	A
USGS	11460400	2005-12-23	166	A
USGS	11460400	2005-12-24	73.3	A
USGS	11460400	2005-12-25	81.0	A
USGS	11460400	2005-12-26	289	A
USGS	11460400	2005-12-27	194	A
USGS	11460400	2005-12-28	532	A
USGS	11460400	2005-12-29	176	A
USGS	11460400	2005-12-30	622	A
USGS	11460400	2005-12-31	4620	A
USGS	11460400	2006-01-01	1210	A
USGS	11460400	2006-01-02	667	A
USGS	11460400	2006-01-03	561	A
USGS	11460400	2006-01-04	568	A
USGS	11460400	2006-01-05	398	A
USGS	11460400	2006-01-06	275	A
USGS	11460400	2006-01-07	206	A
USGS	11460400	2006-01-08	159	A
USGS	11460400	2006-01-09	125	A
USGS	11460400	2006-01-10	101	A
USGS	11460400	2006-01-11	93.3	A
USGS	11460400	2006-01-12	82.7	A
USGS	11460400	2006-01-13	76.0	A
USGS	11460400	2006-01-14	94.2	A
USGS	11460400	2006-01-15	94.8	A
USGS	11460400	2006-01-16	87.0	A
USGS	11460400	2006-01-17	97.7	A
USGS	11460400	2006-01-18	185	A
USGS	11460400	2006-01-19	181	A
USGS	11460400	2006-01-20	154	A
USGS	11460400	2006-01-21	130	A
USGS	11460400	2006-01-22	110	A
USGS	11460400	2006-01-23	91.0	A
USGS	11460400	2006-01-24	77.0	A
USGS	11460400	2006-01-25	66.2	A
USGS	11460400	2006-01-26	59.2	A
USGS	11460400	2006-01-27	64.3	A
USGS	11460400	2006-01-28	136	A
USGS	11460400	2006-01-29	480	A
USGS	11460400	2006-01-30	489	A
USGS	11460400	2006-01-31	516	A
USGS	11460400	2006-02-01	356	A
USGS	11460400	2006-02-02	321	A
USGS	11460400	2006-02-03	262	A
USGS	11460400	2006-02-04	222	A
USGS	11460400	2006-02-05	183	A
USGS	11460400	2006-02-06	147	A
USGS	11460400	2006-02-07	117	A
USGS	11460400	2006-02-08	94.5	A
USGS	11460400	2006-02-09	79.1	A
USGS	11460400	2006-02-10	67.5	A
USGS	11460400	2006-02-11	57.7	A
USGS	11460400	2006-02-12	49.8	A
USGS	11460400	2006-02-13	44.1	A
USGS	11460400	2006-02-14	40.2	A
USGS	11460400	2006-02-15	35.2	A
USGS	11460400	2006-02-16	31.7	A
USGS	11460400	2006-02-17	31.3	A
USGS	11460400	2006-02-18	36.2	A
USGS	11460400	2006-02-19	34.1	A
USGS	11460400	2006-02-20	30.2	A
USGS	11460400	2006-02-21	28.0	A
USGS	11460400	2006-02-22	28.0	A
USGS	11460400	2006-02-23	26.4	A
USGS	11460400	2006-02-24	25.1	A
USGS	11460400	2006-02-25	24.3	A
USGS	11460400	2006-02-26	33.4	A
USGS	11460400	2006-02-27	448	A
USGS	11460400	2006-02-28	515	A
USGS	11460400	2006-03-01	337	A
USGS	11460400	2006-03-02	303	A
USGS	11460400	2006-03-03	297	A
USGS	11460400	2006-03-04	255	A
USGS	11460400	2006-03-05	320	A
USGS	11460400	2006-03-06	677	A
USGS	11460400	2006-03-07	535	A
USGS	11460400	2006-03-08	371	A
USGS	11460400	2006-03-09	267	A
USGS	11460400	2006-03-10	225	A
USGS	11460400	2006-03-11	197	A
USGS	11460400	2006-03-12	203	A
USGS	11460400	2006-03-13	217	A
USGS	11460400	2006-03-14	378	A
USGS	11460400	2006-03-15	285	A
USGS	11460400	2006-03-16	261	A
USGS	11460400	2006-03-17	292	A
USGS	11460400	2006-03-18	253	A
USGS	11460400	2006-03-19	206	A
USGS	11460400	2006-03-20	198	A
USGS	11460400	2006-03-21	187	A
USGS	11460400	2006-03-22	163	A
USGS	11460400	2006-03-23	139	A
USGS	11460400	2006-03-24	197	A
USGS	11460400	2006-03-25	1150	A
USGS	11460400	2006-03-26	688	A
USGS	11460400	2006-03-27	311	A
USGS	11460400	2006-03-28	280	A
USGS	11460400	2006-03-29	299	A
USGS	11460400	2006-03-30	282	A
USGS	11460400	2006-03-31	334	A
USGS	11460400	2006-04-01	357	A
USGS	11460400	2006-04-02	303	A
USGS	11460400	2006-04-03	402	A
USGS	11460400	2006-04-04	426	A
USGS	11460400	2006-04-05	400	A
USGS	11460400	2006-04-06	306	A
USGS	11460400	2006-04-07	250	A
USGS	11460400	2006-04-08	229	A
USGS	11460400	2006-04-09	188	A
USGS	11460400	2006-04-10	160	A
USGS	11460400	2006-04-11	514	A
USGS	11460400	2006-04-12	1700	A
USGS	11460400	2006-04-13	913	A
USGS	11460400	2006-04-14	379	A
USGS	11460400	2006-04-15	248	A
USGS	11460400	2006-04-16	312	A
USGS	11460400	2006-04-17	290	A
USGS	11460400	2006-04-18	226	A
USGS	11460400	2006-04-19	177	A
USGS	11460400	2006-04-20	138	A
USGS	11460400	2006-04-21	113	A
USGS	11460400	2006-04-22	93.5	A
USGS	11460400	2006-04-23	77.3	A
USGS	11460400	2006-04-24	66.3	A
USGS	11460400	2006-04-25	58.6	A
USGS	11460400	2006-04-26	52.4	A
USGS	11460400	2006-04-27	46.1	A
USGS	11460400	2006-04-28	39.8	A
USGS	11460400	2006-04-29	35.2	A
USGS	11460400	2006-04-30	30.4	A
USGS	11460400	2006-05-01	25.5	A
USGS	11460400	2006-05-02	21.4	A
USGS	11460400	2006-05-03	17.7	A
USGS	11460400	2006-05-04	16.3	A
USGS	11460400	2006-05-05	14.8	A
USGS	11460400	2006-05-06	14.4	A
USGS	11460400	2006-05-07	14.0	A
USGS	11460400	2006-05-08	13.6	A
USGS	11460400	2006-05-09	13.3	A
USGS	11460400	2006-05-10	12.9	A
USGS	11460400	2006-05-11	12.6	A
USGS	11460400	2006-05-12	12.3	A
USGS	11460400	2006-05-13	12.0	A
USGS	11460400	2006-05-14	11.8	A
USGS	11460400	2006-05-15	11.7	A
USGS	11460400	2006-05-16	12.1	A
USGS	11460400	2006-05-17	12.7	A
USGS	11460400	2006-05-18	12.7	A
USGS	11460400	2006-05-19	12.8	A
USGS	11460400	2006-05-20	13.0	A
