# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2026-08-25 07:34:27 -04:00	(natwebsdas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11181040 SAN LORENZO C A SAN LORENZO CA
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 11181040
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    9070        00060        00003      14888          Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
#
agency_cd	site_no	datetime	9070_00060_00003	9070_00060_00003_cd
USGS	11181040	2004-10-11	1.24	A
USGS	11181040	2004-10-12	1.12	A
USGS	11181040	2004-10-13	1.17	A
USGS	11181040	2004-10-14	1.29	A
USGS	11181040	2004-10-15	1.44	A
USGS	11181040	2004-10-16	1.48	A
USGS	11181040	2004-10-17	9.06	A
USGS	11181040	2004-10-18	8.24	A
USGS	11181040	2004-10-19	122	A
USGS	11181040	2004-10-20	60.6	A
USGS	11181040	2004-10-21	5.39	A
USGS	11181040	2004-10-22	2.42	A
USGS	11181040	2004-10-23	10.1	A
USGS	11181040	2004-10-24	9.71	A
USGS	11181040	2004-10-25	2.41	A
USGS	11181040	2004-10-26	78.3	A
USGS	11181040	2004-10-27	6.87	A
USGS	11181040	2004-10-28	3.64	A
USGS	11181040	2004-10-29	3.00	A
USGS	11181040	2004-10-30	2.69	A
USGS	11181040	2004-10-31	3.00	A
USGS	11181040	2004-11-01	2.65	A
USGS	11181040	2004-11-02	2.48	A
USGS	11181040	2004-11-03	2.78	A
USGS	11181040	2004-11-04	5.96	A
USGS	11181040	2004-11-05	2.83	A
USGS	11181040	2004-11-06	2.38	A
USGS	11181040	2004-11-07	2.25	A
USGS	11181040	2004-11-08	2.23	A
USGS	11181040	2004-11-09	2.40	A
USGS	11181040	2004-11-10	7.05	A
USGS	11181040	2004-11-11	40.4	A
USGS	11181040	2004-11-12	12.5	A
USGS	11181040	2004-11-13	4.35	A
USGS	11181040	2004-11-14	3.25	A
USGS	11181040	2004-11-15	2.96	A
USGS	11181040	2004-11-16	2.87	A
USGS	11181040	2004-11-17	3.21	A
USGS	11181040	2004-11-18	2.55	A
USGS	11181040	2004-11-19	2.71	A
USGS	11181040	2004-11-20	2.62	A
USGS	11181040	2004-11-21	2.13	A
USGS	11181040	2004-11-22	1.98	A
USGS	11181040	2004-11-23	2.50	A
USGS	11181040	2004-11-24	2.35	A
USGS	11181040	2004-11-25	1.99	A
USGS	11181040	2004-11-26	2.48	A
USGS	11181040	2004-11-27	50.4	A
USGS	11181040	2004-11-28	6.61	A
USGS	11181040	2004-11-29	3.43	A
USGS	11181040	2004-11-30	2.86	A
USGS	11181040	2004-12-01	2.71	A
USGS	11181040	2004-12-02	2.94	A
USGS	11181040	2004-12-03	2.83	A
USGS	11181040	2004-12-04	3.15	A
USGS	11181040	2004-12-05	3.38	A
USGS	11181040	2004-12-06	3.54	A
USGS	11181040	2004-12-07	134	A
USGS	11181040	2004-12-08	195	A
USGS	11181040	2004-12-09	22.2	A
USGS	11181040	2004-12-10	12.2	A
USGS	11181040	2004-12-11	7.65	A
USGS	11181040	2004-12-12	6.00	A
USGS	11181040	2004-12-13	5.10	A
USGS	11181040	2004-12-14	4.82	A
USGS	11181040	2004-12-15	4.85	A
USGS	11181040	2004-12-16	4.47	A
USGS	11181040	2004-12-17	4.86	A
USGS	11181040	2004-12-18	4.81	A
USGS	11181040	2004-12-19	4.99	A
USGS	11181040	2004-12-20	5.12	A
USGS	11181040	2004-12-21	5.17	A
USGS	11181040	2004-12-22	4.97	A
USGS	11181040	2004-12-23	4.67	A
USGS	11181040	2004-12-24	4.57	A
USGS	11181040	2004-12-25	4.77	A
USGS	11181040	2004-12-26	5.32	A
USGS	11181040	2004-12-27	156	A
USGS	11181040	2004-12-28	38.0	A
USGS	11181040	2004-12-29	32.3	A
USGS	11181040	2004-12-30	309	A
USGS	11181040	2004-12-31	197	A
USGS	11181040	2005-01-01	86.3	A
USGS	11181040	2005-01-02	104	A
USGS	11181040	2005-01-03	75.6	A
USGS	11181040	2005-01-04	29.6	A
USGS	11181040	2005-01-05	22.6	A
USGS	11181040	2005-01-06	19.9	A
USGS	11181040	2005-01-07	60.0	A
USGS	11181040	2005-01-08	178	A
USGS	11181040	2005-01-09	66.1	A
USGS	11181040	2005-01-10	76.5	A
USGS	11181040	2005-01-11	320	A
USGS	11181040	2005-01-12	59.2	A
USGS	11181040	2005-01-13	33.5	A
USGS	11181040	2005-01-14	26.5	A
USGS	11181040	2005-01-15	22.6	A
USGS	11181040	2005-01-16	21.1	A
USGS	11181040	2005-01-17	19.6	A
USGS	11181040	2005-01-18	18.6	A
USGS	11181040	2005-01-19	17.9	A
USGS	11181040	2005-01-20	17.4	A
USGS	11181040	2005-01-21	16.9	A
USGS	11181040	2005-01-22	16.1	A
USGS	11181040	2005-01-23	16.1	A
USGS	11181040	2005-01-24	16.2	A
USGS	11181040	2005-01-25	16.3	A
USGS	11181040	2005-01-26	40.6	A
USGS	11181040	2005-01-27	18.4	A
USGS	11181040	2005-01-28	41.7	A
USGS	11181040	2005-01-29	20.6	A
USGS	11181040	2005-01-30	17.7	A
USGS	11181040	2005-01-31	17.0	A
USGS	11181040	2005-02-01	16.7	A
USGS	11181040	2005-02-02	15.9	A
USGS	11181040	2005-02-03	16.3	A
USGS	11181040	2005-02-04	16.3	A
USGS	11181040	2005-02-05	16.6	A
USGS	11181040	2005-02-06	17.1	A
USGS	11181040	2005-02-07	29.1	A
USGS	11181040	2005-02-08	18.4	A
USGS	11181040	2005-02-09	17.7	A
USGS	11181040	2005-02-10	17.5	A
USGS	11181040	2005-02-11	18.1	A
USGS	11181040	2005-02-12	18.1	A
USGS	11181040	2005-02-13	17.5	A
USGS	11181040	2005-02-14	44.5	A
USGS	11181040	2005-02-15	310	A
USGS	11181040	2005-02-16	166	A
USGS	11181040	2005-02-17	47.1	A
USGS	11181040	2005-02-18	81.3	A
USGS	11181040	2005-02-19	116	A
USGS	11181040	2005-02-20	112	A
USGS	11181040	2005-02-21	185	A
USGS	11181040	2005-02-22	70.8	A
USGS	11181040	2005-02-23	47.1	A
USGS	11181040	2005-02-24	39.8	A
USGS	11181040	2005-02-25	35.2	A
USGS	11181040	2005-02-26	31.4	A
USGS	11181040	2005-02-27	127	A
USGS	11181040	2005-02-28	93.1	A
USGS	11181040	2005-03-01	54.0	A
USGS	11181040	2005-03-02	91.6	A
USGS	11181040	2005-03-03	59.6	A
USGS	11181040	2005-03-04	247	A
USGS	11181040	2005-03-05	81.5	A
USGS	11181040	2005-03-06	53.1	A
USGS	11181040	2005-03-07	42.8	A
USGS	11181040	2005-03-08	38.0	A
USGS	11181040	2005-03-09	35.0	A
USGS	11181040	2005-03-10	32.9	A
USGS	11181040	2005-03-11	31.5	A
USGS	11181040	2005-03-12	29.7	A
USGS	11181040	2005-03-13	29.3	A
USGS	11181040	2005-03-14	27.7	A
USGS	11181040	2005-03-15	27.1	A
USGS	11181040	2005-03-16	26.9	A
USGS	11181040	2005-03-17	27.7	A
USGS	11181040	2005-03-18	35.4	A
USGS	11181040	2005-03-19	104	A
USGS	11181040	2005-03-20	111	A
USGS	11181040	2005-03-21	69.3	A
USGS	11181040	2005-03-22	583	A
USGS	11181040	2005-03-23	1020	A
USGS	11181040	2005-03-24	150	A
USGS	11181040	2005-03-25	71.8	A
USGS	11181040	2005-03-26	49.5	A
USGS	11181040	2005-03-27	155	A
USGS	11181040	2005-03-28	218	A
USGS	11181040	2005-03-29	141	A
USGS	11181040	2005-03-30	64.5	A
USGS	11181040	2005-03-31	51.9	A
USGS	11181040	2005-04-01	42.3	A
USGS	11181040	2005-04-02	34.3	A
USGS	11181040	2005-04-03	92.8	A
USGS	11181040	2005-04-04	78.6	A
USGS	11181040	2005-04-05	34.3	A
USGS	11181040	2005-04-06	32.2	A
USGS	11181040	2005-04-07	44.1	A
USGS	11181040	2005-04-08	138	A
USGS	11181040	2005-04-09	47.9	A
USGS	11181040	2005-04-10	38.0	A
USGS	11181040	2005-04-11	38.0	A
USGS	11181040	2005-04-12	40.4	A
USGS	11181040	2005-04-13	39.6	A
USGS	11181040	2005-04-14	39.7	A
USGS	11181040	2005-04-15	41.9	A
USGS	11181040	2005-04-16	43.4	A
USGS	11181040	2005-04-17	45.3	A
USGS	11181040	2005-04-18	44.6	A
USGS	11181040	2005-04-19	44.2	A
USGS	11181040	2005-04-20	43.2	A
USGS	11181040	2005-04-21	43.0	A
USGS	11181040	2005-04-22	58.4	A
USGS	11181040	2005-04-23	47.1	A
USGS	11181040	2005-04-24	39.6	A
USGS	11181040	2005-04-25	37.2	A
USGS	11181040	2005-04-26	35.9	A
USGS	11181040	2005-04-27	34.5	A
USGS	11181040	2005-04-28	79.9	A
USGS	11181040	2005-04-29	26.4	A
USGS	11181040	2005-04-30	24.9	A
USGS	11181040	2005-05-01	24.4	A
USGS	11181040	2005-05-02	24.1	A
USGS	11181040	2005-05-03	23.7	A
USGS	11181040	2005-05-04	39.4	A
USGS	11181040	2005-05-05	62.1	A
USGS	11181040	2005-05-06	26.1	A
USGS	11181040	2005-05-07	24.9	A
USGS	11181040	2005-05-08	41.6	A
USGS	11181040	2005-05-09	107	A
USGS	11181040	2005-05-10	31.3	A
USGS	11181040	2005-05-11	26.0	A
USGS	11181040	2005-05-12	24.6	A
USGS	11181040	2005-05-13	22.0	A:e
USGS	11181040	2005-05-14	19.0	A:e
USGS	11181040	2005-05-15	18.0	A:e
USGS	11181040	2005-05-16	18.0	A:e
USGS	11181040	2005-05-17	18.8	A
USGS	11181040	2005-05-18	18.7	A
USGS	11181040	2005-05-19	55.6	A
USGS	11181040	2005-05-20	19.1	A
USGS	11181040	2005-05-21	17.3	A
USGS	11181040	2005-05-22	16.1	A
USGS	11181040	2005-05-23	15.3	A
USGS	11181040	2005-05-24	13.2	A
USGS	11181040	2005-05-25	12.3	A
USGS	11181040	2005-05-26	11.3	A
USGS	11181040	2005-05-27	11.1	A
USGS	11181040	2005-05-28	10.7	A
USGS	11181040	2005-05-29	9.93	A
USGS	11181040	2005-05-30	9.59	A
USGS	11181040	2005-05-31	9.22	A
USGS	11181040	2005-06-01	8.90	A
USGS	11181040	2005-06-02	8.55	A
USGS	11181040	2005-06-03	8.24	A
USGS	11181040	2005-06-04	8.17	A
USGS	11181040	2005-06-05	7.96	A
USGS	11181040	2005-06-06	7.80	A
USGS	11181040	2005-06-07	7.91	A
USGS	11181040	2005-06-08	29.5	A
USGS	11181040	2005-06-09	34.3	A
USGS	11181040	2005-06-10	11.1	A
USGS	11181040	2005-06-11	10.4	A
USGS	11181040	2005-06-12	10.5	A
USGS	11181040	2005-06-13	11.0	A
USGS	11181040	2005-06-14	11.4	A
USGS	11181040	2005-06-15	11.9	A
USGS	11181040	2005-06-16	49.8	A
USGS	11181040	2005-06-17	19.7	A
USGS	11181040	2005-06-18	10.6	A
USGS	11181040	2005-06-19	9.99	A
USGS	11181040	2005-06-20	10.1	A
USGS	11181040	2005-06-21	10.1	A
USGS	11181040	2005-06-22	10.9	A
USGS	11181040	2005-06-23	10.4	A
USGS	11181040	2005-06-24	9.99	A
USGS	11181040	2005-06-25	9.31	A
USGS	11181040	2005-06-26	9.60	A
USGS	11181040	2005-06-27	8.86	A
USGS	11181040	2005-06-28	9.04	A
USGS	11181040	2005-06-29	8.85	A
USGS	11181040	2005-06-30	7.89	A
USGS	11181040	2005-07-01	7.21	A
USGS	11181040	2005-07-02	7.12	A
USGS	11181040	2005-07-03	7.04	A
USGS	11181040	2005-07-04	6.91	A
USGS	11181040	2005-07-05	6.75	A
USGS	11181040	2005-07-06	6.76	A
USGS	11181040	2005-07-07	6.62	A
USGS	11181040	2005-07-08	5.44	A
USGS	11181040	2005-07-09	5.57	A
USGS	11181040	2005-07-10	5.79	A
USGS	11181040	2005-07-11	5.60	A
USGS	11181040	2005-07-12	5.38	A
USGS	11181040	2005-07-13	5.60	A
USGS	11181040	2005-07-14	5.66	A
USGS	11181040	2005-07-15	5.56	A
USGS	11181040	2005-07-16	4.90	A
USGS	11181040	2005-07-17	4.76	A
USGS	11181040	2005-07-18	4.64	A
USGS	11181040	2005-07-19	4.42	A
USGS	11181040	2005-07-20	4.05	A
USGS	11181040	2005-07-21	3.89	A
USGS	11181040	2005-07-22	3.82	A
USGS	11181040	2005-07-23	3.66	A
USGS	11181040	2005-07-24	3.64	A
USGS	11181040	2005-07-25	3.34	A
USGS	11181040	2005-07-26	3.29	A
USGS	11181040	2005-07-27	2.95	A
USGS	11181040	2005-07-28	2.54	A
USGS	11181040	2005-07-29	2.52	A
USGS	11181040	2005-07-30	2.57	A
USGS	11181040	2005-07-31	2.61	A
USGS	11181040	2005-08-01	2.52	A
USGS	11181040	2005-08-02	2.22	A
USGS	11181040	2005-08-03	2.20	A
USGS	11181040	2005-08-04	2.16	A
USGS	11181040	2005-08-05	2.09	A
USGS	11181040	2005-08-06	2.12	A
USGS	11181040	2005-08-07	2.19	A
USGS	11181040	2005-08-08	2.12	A
USGS	11181040	2005-08-09	2.24	A
USGS	11181040	2005-08-10	2.23	A
USGS	11181040	2005-08-11	2.10	A
USGS	11181040	2005-08-12	1.94	A
USGS	11181040	2005-08-13	1.85	A
USGS	11181040	2005-08-14	2.04	A
USGS	11181040	2005-08-15	2.35	A
USGS	11181040	2005-08-16	2.47	A
USGS	11181040	2005-08-17	2.10	A
USGS	11181040	2005-08-18	2.01	A
USGS	11181040	2005-08-19	2.22	A
USGS	11181040	2005-08-20	2.35	A
USGS	11181040	2005-08-21	2.51	A
USGS	11181040	2005-08-22	2.53	A
USGS	11181040	2005-08-23	2.56	A
USGS	11181040	2005-08-24	2.58	A
USGS	11181040	2005-08-25	3.02	A
USGS	11181040	2005-08-26	2.99	A
USGS	11181040	2005-08-27	3.28	A
USGS	11181040	2005-08-28	3.56	A
USGS	11181040	2005-08-29	3.96	A
USGS	11181040	2005-08-30	4.43	A
USGS	11181040	2005-08-31	4.83	A
USGS	11181040	2005-09-01	4.93	A
USGS	11181040	2005-09-02	5.02	A
USGS	11181040	2005-09-03	4.82	A
USGS	11181040	2005-09-04	4.75	A
USGS	11181040	2005-09-05	4.34	A
USGS	11181040	2005-09-06	4.04	A
USGS	11181040	2005-09-07	3.66	A
USGS	11181040	2005-09-08	3.43	A
USGS	11181040	2005-09-09	3.19	A
USGS	11181040	2005-09-10	3.16	A
USGS	11181040	2005-09-11	2.58	A
USGS	11181040	2005-09-12	2.31	A
USGS	11181040	2005-09-13	2.12	A
USGS	11181040	2005-09-14	2.17	A
USGS	11181040	2005-09-15	2.08	A
USGS	11181040	2005-09-16	1.98	A
USGS	11181040	2005-09-17	1.91	A
USGS	11181040	2005-09-18	1.86	A
USGS	11181040	2005-09-19	1.88	A
USGS	11181040	2005-09-20	1.84	A
USGS	11181040	2005-09-21	2.21	A
USGS	11181040	2005-09-22	1.99	A
USGS	11181040	2005-09-23	1.93	A
USGS	11181040	2005-09-24	1.95	A
USGS	11181040	2005-09-25	1.93	A
USGS	11181040	2005-09-26	1.87	A
USGS	11181040	2005-09-27	1.79	A
USGS	11181040	2005-09-28	1.87	A
USGS	11181040	2005-09-29	1.86	A
USGS	11181040	2005-09-30	1.91	A
USGS	11181040	2005-10-01	1.70	A
USGS	11181040	2005-10-02	2.70	A
USGS	11181040	2005-10-03	2.24	A
USGS	11181040	2005-10-04	1.96	A
USGS	11181040	2005-10-05	2.01	A
USGS	11181040	2005-10-06	2.31	A
USGS	11181040	2005-10-07	2.38	A
USGS	11181040	2005-10-08	2.58	A
USGS	11181040	2005-10-09	2.63	A
USGS	11181040	2005-10-10	2.71	A
USGS	11181040	2005-10-11	2.52	A
USGS	11181040	2005-10-12	2.20	A
USGS	11181040	2005-10-13	2.10	A
USGS	11181040	2005-10-14	1.84	A
USGS	11181040	2005-10-15	4.27	A
USGS	11181040	2005-10-16	2.18	A
USGS	11181040	2005-10-17	1.94	A
USGS	11181040	2005-10-18	1.92	A
USGS	11181040	2005-10-19	1.76	A
USGS	11181040	2005-10-20	1.79	A
USGS	11181040	2005-10-21	1.67	A
USGS	11181040	2005-10-22	1.44	A
USGS	11181040	2005-10-23	1.52	A
USGS	11181040	2005-10-24	1.60	A
USGS	11181040	2005-10-25	1.60	A
USGS	11181040	2005-10-26	6.73	A
USGS	11181040	2005-10-27	4.44	A
USGS	11181040	2005-10-28	3.55	A
USGS	11181040	2005-10-29	9.48	A
USGS	11181040	2005-10-30	2.28	A
USGS	11181040	2005-10-31	1.63	A
USGS	11181040	2005-11-01	1.63	A
USGS	11181040	2005-11-02	1.81	A
USGS	11181040	2005-11-03	2.10	A
USGS	11181040	2005-11-04	10.6	A
USGS	11181040	2005-11-05	3.63	A
USGS	11181040	2005-11-06	2.63	A
USGS	11181040	2005-11-07	2.89	A
USGS	11181040	2005-11-08	19.8	A
USGS	11181040	2005-11-09	3.75	A
USGS	11181040	2005-11-10	2.67	A
USGS	11181040	2005-11-11	2.42	A
USGS	11181040	2005-11-12	2.42	A
USGS	11181040	2005-11-13	2.23	A
USGS	11181040	2005-11-14	2.22	A
USGS	11181040	2005-11-15	2.08	A
USGS	11181040	2005-11-16	2.00	A:e
USGS	11181040	2005-11-17	1.90	A:e
USGS	11181040	2005-11-18	1.80	A:e
USGS	11181040	2005-11-19	1.60	A
USGS	11181040	2005-11-20	1.74	A
USGS	11181040	2005-11-21	1.83	A
USGS	11181040	2005-11-22	1.98	A
USGS	11181040	2005-11-23	1.82	A
USGS	11181040	2005-11-24	1.75	A
USGS	11181040	2005-11-25	18.1	A
USGS	11181040	2005-11-26	4.58	A
USGS	11181040	2005-11-27	2.49	A
USGS	11181040	2005-11-28	22.4	A
USGS	11181040	2005-11-29	25.0	A
USGS	11181040	2005-11-30	5.32	A
USGS	11181040	2005-12-01	65.1	A
USGS	11181040	2005-12-02	23.4	A
USGS	11181040	2005-12-03	5.50	A
USGS	11181040	2005-12-04	3.84	A
USGS	11181040	2005-12-05	3.59	A
USGS	11181040	2005-12-06	3.37	A
USGS	11181040	2005-12-07	3.26	A
USGS	11181040	2005-12-08	3.57	A
USGS	11181040	2005-12-09	3.16	A
USGS	11181040	2005-12-10	2.88	A
USGS	11181040	2005-12-11	2.85	A
USGS	11181040	2005-12-12	2.87	A
USGS	11181040	2005-12-13	2.90	A
USGS	11181040	2005-12-14	2.99	A
USGS	11181040	2005-12-15	2.88	A
USGS	11181040	2005-12-16	2.87	A
USGS	11181040	2005-12-17	13.5	A
USGS	11181040	2005-12-18	217	A
USGS	11181040	2005-12-19	31.2	A
USGS	11181040	2005-12-20	16.3	A
USGS	11181040	2005-12-21	33.1	A
USGS	11181040	2005-12-22	121	A
USGS	11181040	2005-12-23	30.2	A
USGS	11181040	2005-12-24	19.7	A
USGS	11181040	2005-12-25	63.5	A
USGS	11181040	2005-12-26	179	A
USGS	11181040	2005-12-27	26.8	A
USGS	11181040	2005-12-28	93.7	A
USGS	11181040	2005-12-29	29.8	A
USGS	11181040	2005-12-30	47.4	A
USGS	11181040	2005-12-31	1460	A
USGS	11181040	2006-01-01	223	A
USGS	11181040	2006-01-02	376	A
USGS	11181040	2006-01-03	154	A
USGS	11181040	2006-01-04	102	A
USGS	11181040	2006-01-05	68.8	A
USGS	11181040	2006-01-06	58.0	A
USGS	11181040	2006-01-07	90.0	A
USGS	11181040	2006-01-08	49.6	A
USGS	11181040	2006-01-09	40.1	A
USGS	11181040	2006-01-10	32.9	A
USGS	11181040	2006-01-11	40.8	A
USGS	11181040	2006-01-12	28.2	A
USGS	11181040	2006-01-13	24.3	A
USGS	11181040	2006-01-14	128	A
USGS	11181040	2006-01-15	49.7	A
USGS	11181040	2006-01-16	30.5	A
USGS	11181040	2006-01-17	42.4	A
USGS	11181040	2006-01-18	116	A
USGS	11181040	2006-01-19	65.0	A
USGS	11181040	2006-01-20	44.3	A
USGS	11181040	2006-01-21	42.3	A
USGS	11181040	2006-01-22	38.3	A
USGS	11181040	2006-01-23	32.2	A
USGS	11181040	2006-01-24	30.4	A
USGS	11181040	2006-01-25	27.7	A
USGS	11181040	2006-01-26	25.8	A
USGS	11181040	2006-01-27	26.8	A
USGS	11181040	2006-01-28	63.0	A
USGS	11181040	2006-01-29	90.6	A
USGS	11181040	2006-01-30	102	A
USGS	11181040	2006-01-31	73.0	A
USGS	11181040	2006-02-01	74.8	A
USGS	11181040	2006-02-02	99.6	A
USGS	11181040	2006-02-03	63.6	A
USGS	11181040	2006-02-04	72.1	A
USGS	11181040	2006-02-05	56.0	A
USGS	11181040	2006-02-06	45.6	A
USGS	11181040	2006-02-07	38.2	A
USGS	11181040	2006-02-08	34.7	A
USGS	11181040	2006-02-09	32.2	A
USGS	11181040	2006-02-10	29.0	A
USGS	11181040	2006-02-11	27.1	A
USGS	11181040	2006-02-12	27.3	A
USGS	11181040	2006-02-13	26.6	A
USGS	11181040	2006-02-14	25.6	A
USGS	11181040	2006-02-15	23.6	A
USGS	11181040	2006-02-16	22.3	A
USGS	11181040	2006-02-17	38.5	A
USGS	11181040	2006-02-18	28.9	A
USGS	11181040	2006-02-19	31.8	A
USGS	11181040	2006-02-20	30.3	A
USGS	11181040	2006-02-21	22.2	A
USGS	11181040	2006-02-22	19.9	A
USGS	11181040	2006-02-23	19.4	A
USGS	11181040	2006-02-24	18.9	A
USGS	11181040	2006-02-25	19.0	A
USGS	11181040	2006-02-26	33.5	A
USGS	11181040	2006-02-27	115	A
USGS	11181040	2006-02-28	106	A
USGS	11181040	2006-03-01	36.8	A
USGS	11181040	2006-03-02	72.0	A
USGS	11181040	2006-03-03	160	A
USGS	11181040	2006-03-04	56.0	A
USGS	11181040	2006-03-05	87.5	A
USGS	11181040	2006-03-06	326	A
USGS	11181040	2006-03-07	130	A
USGS	11181040	2006-03-08	88.1	A
USGS	11181040	2006-03-09	108	A
USGS	11181040	2006-03-10	85.0	A
USGS	11181040	2006-03-11	96.0	A
USGS	11181040	2006-03-12	173	A
USGS	11181040	2006-03-13	97.5	A
USGS	11181040	2006-03-14	215	A
USGS	11181040	2006-03-15	101	A
USGS	11181040	2006-03-16	144	A
USGS	11181040	2006-03-17	153	A
USGS	11181040	2006-03-18	91.1	A
USGS	11181040	2006-03-19	82.4	A
USGS	11181040	2006-03-20	150	A
USGS	11181040	2006-03-21	221	A
USGS	11181040	2006-03-22	99.9	A
USGS	11181040	2006-03-23	87.2	A
USGS	11181040	2006-03-24	97.7	A
USGS	11181040	2006-03-25	729	A
USGS	11181040	2006-03-26	186	A
USGS	11181040	2006-03-27	179	A
USGS	11181040	2006-03-28	146	A
USGS	11181040	2006-03-29	144	A
USGS	11181040	2006-03-30	103	A
USGS	11181040	2006-03-31	167	A
USGS	11181040	2006-04-01	144	A
USGS	11181040	2006-04-02	205	A
USGS	11181040	2006-04-03	331	A
USGS	11181040	2006-04-04	222	A
USGS	11181040	2006-04-05	208	A
USGS	11181040	2006-04-06	149	A
USGS	11181040	2006-04-07	151	A
USGS	11181040	2006-04-08	131	A
USGS	11181040	2006-04-09	125	A
USGS	11181040	2006-04-10	113	A
USGS	11181040	2006-04-11	124	A
USGS	11181040	2006-04-12	189	A
USGS	11181040	2006-04-13	137	A
USGS	11181040	2006-04-14	101	A
USGS	11181040	2006-04-15	91.2	A
USGS	11181040	2006-04-16	228	A
USGS	11181040	2006-04-17	135	A
USGS	11181040	2006-04-18	104	A
USGS	11181040	2006-04-19	92.4	A
USGS	11181040	2006-04-20	84.5	A
USGS	11181040	2006-04-21	80.3	A
USGS	11181040	2006-04-22	70.4	A
USGS	11181040	2006-04-23	64.1	A
USGS	11181040	2006-04-24	64.1	A
USGS	11181040	2006-04-25	59.0	A
USGS	11181040	2006-04-26	55.3	A
USGS	11181040	2006-04-27	50.9	A
USGS	11181040	2006-04-28	45.7	A
USGS	11181040	2006-04-29	42.2	A
USGS	11181040	2006-04-30	39.8	A
USGS	11181040	2006-05-01	35.2	A
USGS	11181040	2006-05-02	32.8	A
USGS	11181040	2006-05-03	30.4	A
USGS	11181040	2006-05-04	33.2	A
USGS	11181040	2006-05-05	29.8	A
USGS	11181040	2006-05-06	29.0	A:e
USGS	11181040	2006-05-07	28.0	A:e
USGS	11181040	2006-05-08	27.0	A:e
USGS	11181040	2006-05-09	25.7	A
USGS	11181040	2006-05-10	26.5	A
USGS	11181040	2006-05-11	26.4	A
USGS	11181040	2006-05-12	26.8	A
USGS	11181040	2006-05-13	27.3	A
USGS	11181040	2006-05-14	27.4	A
USGS	11181040	2006-05-15	28.1	A
USGS	11181040	2006-05-16	26.5	A
USGS	11181040	2006-05-17	27.1	A
USGS	11181040	2006-05-18	27.0	A
USGS	11181040	2006-05-19	31.3	A
USGS	11181040	2006-05-20	28.5	A
USGS	11181040	2006-05-21	48.3	A
USGS	11181040	2006-05-22	31.2	A
USGS	11181040	2006-05-23	22.5	A
USGS	11181040	2006-05-24	21.7	A
USGS	11181040	2006-05-25	21.4	A
USGS	11181040	2006-05-26	21.6	A
USGS	11181040	2006-05-27	21.2	A
USGS	11181040	2006-05-28	20.7	A
USGS	11181040	2006-05-29	19.9	A
USGS	11181040	2006-05-30	19.9	A
USGS	11181040	2006-05-31	19.9	A
USGS	11181040	2006-06-01	19.7	A
USGS	11181040	2006-06-02	19.5	A
USGS	11181040	2006-06-03	19.1	A
USGS	11181040	2006-06-04	18.6	A
USGS	11181040	2006-06-05	18.8	A
USGS	11181040	2006-06-06	18.6	A
USGS	11181040	2006-06-07	17.6	A
USGS	11181040	2006-06-08	17.2	A
USGS	11181040	2006-06-09	17.0	A
USGS	11181040	2006-06-10	16.8	A
USGS	11181040	2006-06-11	17.1	A
USGS	11181040	2006-06-12	16.9	A
USGS	11181040	2006-06-13	16.9	A
USGS	11181040	2006-06-14	16.5	A
USGS	11181040	2006-06-15	16.5	A
USGS	11181040	2006-06-16	15.6	A
USGS	11181040	2006-06-17	14.8	A
USGS	11181040	2006-06-18	14.2	A
USGS	11181040	2006-06-19	13.8	A
USGS	11181040	2006-06-20	13.4	A
USGS	11181040	2006-06-21	12.9	A
USGS	11181040	2006-06-22	12.2	A
USGS	11181040	2006-06-23	11.5	A
USGS	11181040	2006-06-24	11.2	A
USGS	11181040	2006-06-25	10.7	A
USGS	11181040	2006-06-26	10.3	A
USGS	11181040	2006-06-27	10.1	A
USGS	11181040	2006-06-28	11.0	A
USGS	11181040	2006-06-29	11.0	A
USGS	11181040	2006-06-30	9.81	A
USGS	11181040	2006-07-01	8.82	A
USGS	11181040	2006-07-02	8.06	A
USGS	11181040	2006-07-03	7.76	A
USGS	11181040	2006-07-04	7.44	A
USGS	11181040	2006-07-05	7.37	A
USGS	11181040	2006-07-06	6.87	A
USGS	11181040	2006-07-07	6.44	A
USGS	11181040	2006-07-08	6.26	A
USGS	11181040	2006-07-09	5.98	A
USGS	11181040	2006-07-10	6.04	A
USGS	11181040	2006-07-11	6.95	A
USGS	11181040	2006-07-12	6.45	A
USGS	11181040	2006-07-13	6.86	A
USGS	11181040	2006-07-14	7.15	A
USGS	11181040	2006-07-15	6.89	A
